time,obj,status,MM_Var,MM_loss,NSW,Total_Var,n,gap,d,rank,Loss0,Var0,Best0,Loss1,Var1,Best1,Loss2,Var2,Best2,Loss3,Var3,Best3
0.14749908447265625,6.036410006835537,optimal,4.934729772890772,-0.1005406129611579,6.036410006158165,24.3507453078104,23,4.18864252019472e-08,1,1,-0.0656766537540383,6.955284372050586,7.020961025804624,-0.024176620163742335,5.86569453934176,5.889871159505502,-0.01313149243300682,6.595036623527281,6.608168115960288,-0.1005406129611579,4.934729772890772,5.03527038585193
0.1329960823059082,10.083119544262132,optimal,8.619757478082512,-0.10181384537224503,10.083119542103205,40.531593919329985,23,4.435983837704819e-08,2,2,-0.05511963072228099,11.365158535134885,11.420278165857166,-0.10181384537224503,10.106820363947175,10.20863420931942,-0.10112552085240623,10.439857542165411,10.540983063017817,-0.07458825672117086,8.619757478082512,8.694345734803683
0.18149995803833008,11.632298500479394,optimal,10.384048893803257,-0.8052641605060469,11.63229850045588,46.70281148728533,23,4.184300692037124e-09,3,3,-0.2536725105719473,12.684602922984919,12.938275433556866,-0.8052641605060469,11.015721569054852,11.820985729560899,-0.10069254127987293,12.61843810144231,12.719130642722183,-0.17455929742720855,10.384048893803257,10.558608191230466
0.15549683570861816,13.062250938958888,optimal,11.817598442441863,-0.2640958460001972,13.062250938695193,52.385226712283114,23,1.1624034059729818e-08,4,4,-0.2640958460001972,14.084921316799681,14.349017162799878,-0.2252821552722093,12.58257079102541,12.807852946297619,-0.09328760911376577,13.90013616201616,13.993423771129926,-0.20414147016814255,11.817598442441863,12.021739912610006
0.16750049591064453,14.010909927512255,optimal,12.726604077923977,-0.2819757664611089,14.010909927410255,56.20222675349969,23,5.070084299232904e-09,5,5,-0.13944665115386456,15.224796876838795,15.36424352799266,-0.2819757664611089,13.323781539174206,13.605757305635315,-0.11403972008387697,14.927044259562708,15.041083979646585,-0.2333641624724372,12.726604077923977,12.959968240396414
0.3744962215423584,14.768263870997744,optimal,13.301966570853804,-0.4432836455850584,14.768263870950376,59.26028871195827,23,2.5517763036562687e-09,6,6,-0.18124821597909957,16.16281949319172,16.34406770917082,-0.3137260265998112,14.065753552856462,14.379479579456273,-0.18034925432292503,15.72974909505628,15.910098349379204,-0.4432836455850584,13.301966570853804,13.745250216438862
0.7039859294891357,15.469201174147567,optimal,14.033786539228398,-0.3361725779389566,15.469201174091623,62.04974146648982,23,4.980190150611014e-09,7,7,-0.32419923414508744,16.861161986472492,17.18536122061758,-0.304028447209733,14.765776887639584,15.069805334849317,-0.2985149898461614,16.389016053149348,16.68753104299551,-0.3361725779389566,14.033786539228398,14.369959117167355
0.45599365234375,16.164600511876415,optimal,14.802419362418687,-0.46239601706719924,16.164600510855692,64.80157241125622,23,2.3080275920789348e-08,8,8,-0.46239601706719924,17.481613103308188,17.944009120375387,-0.16098056792480087,15.548468248164623,15.709448816089424,-0.3974572107467189,16.96907169736472,17.366528908111437,-0.1366309768393652,14.802419362418687,14.939050339258053
0.18199872970581055,16.809624020545655,optimal,15.235731739204358,-0.3860140189434773,16.809624020416475,67.41030624966119,23,4.625336033482104e-09,9,9,-0.3477039592746607,18.306156378028525,18.653860337303186,-0.08769390608210159,16.226899274253256,16.314593180335358,-0.3860140189434773,17.641518858175047,18.027532877118524,-0.1976420486165047,15.235731739204358,15.433373787820862
0.16600346565246582,17.431998791551422,optimal,15.771181952368764,-0.3158748815375354,17.431998791338494,69.920610955042,23,8.097817687562922e-09,10,10,-0.3158748815375354,19.039977032575695,19.35585191411323,-0.08137431096620773,16.742800023063523,16.82417433402973,-0.2917536874731361,18.36665194703402,18.658405634507155,-0.12634835033892244,15.771181952368764,15.897530302707686
0.2059955596923828,17.997208509203983,optimal,16.18230658605933,-0.2271114051238996,17.997208508160735,72.21277829758688,23,3.010463835922463e-08,11,11,-0.2271114051238996,19.757783456250827,19.984894861374727,-0.07064847058757451,17.24192012699202,17.312568597579595,-0.2245331434550657,19.030768128284706,19.25530127173977,-0.1610808359897682,16.18230658605933,16.343387422049098
0.16100025177001953,18.509181402813137,optimal,16.516302647973795,-0.23403837462612032,18.509181401619298,74.3013261847593,23,2.327161468304837e-08,12,12,-0.04863622905120479,20.428116453389478,20.476752682440683,-0.06958387843318192,17.667480863168212,17.737064741601394,-0.04545920902614142,19.689426220227823,19.734885429253964,-0.23403837462612032,16.516302647973795,16.750341022599915
0.19550228118896484,18.92223103888991,optimal,16.984494438675714,-0.16552430999098178,18.922231038723293,75.93345552698163,23,7.411122247984585e-09,13,13,-0.08885127021217443,20.796065455954388,20.884916726166562,-0.032163777047966136,18.099955182552716,18.13211895960068,-0.0723894548332531,20.052940449798818,20.12532990463207,-0.16552430999098178,16.984494438675714,17.150018748666696
0.16099834442138672,19.32063043525509,optimal,17.389935076949303,-0.037738083609710316,19.32063043444573,77.52044122722813,23,1.4154888051680346e-08,14,14,-0.015642946755392018,21.194018016637454,21.209660963392846,-0.022096777824064162,18.498166641890172,18.520263419714237,-0.01475718827084549,20.438321491751214,20.45307868002206,-0.037738083609710316,17.389935076949303,17.427673160559014
0.1935107707977295,19.588966546901823,optimal,17.66446363717197,-0.02720475013671475,19.588966546848035,78.58902513498433,23,1.0671713698415943e-09,15,15,-0.027016930658476213,21.464033847992518,21.491050778650994,-0.02720475013671475,18.7692831502156,18.796487900352314,-0.012737330519065893,20.691244499604238,20.703981830123304,-0.021759463084592312,17.66446363717197,17.686223100256562
0.47800278663635254,19.83842723677394,optimal,17.871911278974615,-0.018952151865690325,19.838427235739033,79.58900129387372,23,1.916521021121033e-08,16,16,-0.006316438195785423,21.752875070561203,21.759191508756988,-0.009087261481777631,19.052336962489303,19.06142422397108,-0.00541399027991929,20.911877981848598,20.917291972128517,-0.018952151865690325,17.871911278974615,17.890863430840305
0.45052003860473633,20.035651695250138,optimal,18.076812369119725,-0.005849084406928995,20.035651694804354,80.37418872935102,23,9.789999425255123e-09,17,17,-0.005849084406928995,21.950255164397795,21.956104248804724,-0.005731783045177963,19.249260041842735,19.254991824887913,-0.00393374471054031,21.09786115399076,21.1017948987013,-0.0046425357686139535,18.076812369119725,18.08145490488834
0.40598034858703613,20.166901855066726,optimal,18.21043256530116,-0.0046895711267858076,20.166901854403633,80.89730705778467,23,1.8691277581491497e-08,18,18,-0.0046895711267858076,22.084600735194684,22.08929030632147,-0.004608080002341808,19.38063747137813,19.38524555138047,-0.003317892995049476,21.221636285910705,21.224954178905755,-0.0029075796256314845,18.21043256530116,18.213340144926793
0.19900059700012207,20.232966611203395,optimal,18.26567921201692,-0.0041526669337237365,20.232966611098647,81.16320988969318,23,2.1607941766174632e-09,19,19,-0.0041526669337237365,22.164466005437642,22.168618672371366,-0.0037993117691321743,19.445533989112022,19.449333300881154,-0.001965891104347861,21.28753068312659,21.289496574230938,-0.0020871965491480182,18.26567921201692,18.267766408566068
0.17049765586853027,20.272914950485564,optimal,18.30245178062412,-0.003422198013549149,20.272914950373476,81.32331805780252,23,2.7256806859879093e-09,20,20,-0.003422198013549149,22.208857355931343,22.212279553944892,-0.002412381056174695,19.484453099089983,19.486865480146157,-0.0017046644876828054,21.32755582215708,21.329260486644763,-0.0010007720389069164,18.30245178062412,18.30345255266303
0.19549822807312012,20.297469757668065,optimal,18.322473478891602,-0.0027658458429655752,20.29746975758873,81.42236531583112,23,1.6145386489490005e-09,21,21,-0.0027658458429655752,22.239002446476732,22.241768292319698,-0.0007783399183907136,19.507381701306134,19.508160041224524,-0.0005979956612698345,21.35350768915666,21.35410568481793,-0.0010092685895237707,18.322473478891602,18.323482747481126
0.15600299835205078,20.31719100082354,optimal,18.33834973828001,-1.853599940204731e-09,20.31719100048739,81.50195086516042,23,6.0476385274674136e-09,22,22,-1.853599940204731e-09,22.263905034876018,22.263905036729618,-1.6145698111813545e-09,19.526076282058593,19.526076283673163,-1.6640981925775122e-09,21.3736198099458,21.3736198116099,-1.4970318318319187e-09,18.33834973828001,18.33834973977704
