time,obj,status,MM_Var,MM_loss,NSW,Total_Var,n,gap,d,rank,Loss0,Var0,Best0,Loss1,Var1,Best1,Loss2,Var2,Best2,Loss3,Var3,Best3,Loss4,Var4,Best4
11.125460863113403,4.01459610566958,optimal,3.6051327854817576,-7.9941500751669405,4.014596104512174,20.111290368803402,59,2.063031541894937e-08,1,1,-7.9941500751669405,3.880877307636131,11.875027382803072,-0.5313246369197326,4.206557130263381,4.737881767183113,-0.5465453711488153,3.6051327854817576,4.151678156630573,-2.410025698537453,4.216180715909907,6.62620641444736,-0.23694192351835497,4.202542429512226,4.439484353030581
13.12721586227417,6.852695488486081,optimal,6.321141313605428,-9.118036329841544,6.852695488077478,34.34079019401837,59,6.611180306143446e-09,2,2,-9.118036329841544,7.112665452314722,16.230701782156267,-1.8112413841223365,6.749949894793456,8.561191278915793,-0.9643737001587924,6.321141313605428,7.28551501376422,-4.048015069033014,7.636371688175067,11.684386757208081,-0.4749985428394021,6.520661845129697,6.9956603879690995
15.019711256027222,9.585683731756646,optimal,8.521093353483527,-8.701609066730343,9.585683730052956,48.14413233744589,59,5.925789280311612e-08,3,3,-8.701609066730343,10.979006740425467,19.68061580715581,-2.6087731724562158,9.08410855090525,11.692881723361467,-1.1485549748214758,9.133870928719904,10.28242590354138,-6.218069975929417,10.426052763911734,16.64412273984115,-0.7785546028451069,8.521093353483527,9.299647956328634
15.426464319229126,12.057964543561429,optimal,9.882580143502064,-7.557785246418135,12.057964543168685,61.12919863406721,59,6.924917697986355e-09,4,4,-7.29673297389626,15.529987656143591,22.82672063003985,-3.4909402315726386,11.027351398368602,14.51829162994124,-2.082836960630612,11.01088408137289,13.093721042003502,-7.557785246418135,13.67839535468006,21.236180601098194,-1.4240799186047184,9.882580143502064,11.306660062106783
15.286893367767334,14.35370827205232,optimal,11.036109994851238,-9.203972633985249,14.35370827090982,73.70390952523161,59,2.7505680099728017e-08,5,5,-4.826644768479511,20.86839504315047,25.695039811629982,-4.3227668918141475,12.813669624497308,17.136436516311456,-3.1941411207579176,12.600692768857629,15.794833889615546,-9.203972633985249,16.385042093874954,25.589014727860203,-2.0011360757807157,11.036109994851238,13.037246070631953
15.676584959030151,16.57732644749155,optimal,12.452498962532516,-10.62765793995947,16.577326447118878,85.327258805302,59,1.2756280107361185e-08,6,6,-3.807493734488279,24.43117677717323,28.23867051166151,-4.767262759303456,14.87384540721196,19.641108166515416,-3.6462559859994847,14.533068888720749,18.179324874720233,-10.62765793995947,19.036668769663535,29.664326709623005,-2.1151611749315897,12.452498962532516,14.567660137464106
14.625239372253418,18.665183606201737,optimal,13.477879675880816,-9.393370425574524,18.665183605563737,96.5324240789439,59,4.526403693115793e-08,7,7,-3.9447938436912544,26.59405141837283,30.538845262064083,-5.254170632336578,16.821505943226324,22.075676575562902,-4.551507346616926,15.687935392408697,20.239442739025623,-9.393370425574524,23.951051649055238,33.34442207462976,-2.5638890036830606,13.477879675880816,16.041768679563877
15.440426588058472,20.68674582006023,optimal,14.493846839996383,-8.095147740309201,20.686745817795774,107.2741121498451,59,6.351043146145421e-08,8,8,-4.841946511068372,27.94086887922007,32.78281539028844,-5.095398310800348,19.385535030852935,24.480933341653284,-5.378974444800541,16.9007601988232,22.27973464362374,-8.095147740309201,28.55310120095251,36.64824894126171,-2.959299328658588,14.493846839996383,17.45314616865497
13.130783796310425,22.534094162124852,optimal,15.888644072021673,-8.8305755571789,22.5340941610651,116.6161245703733,59,5.0574021868404743e-08,9,9,-4.821384452196153,30.11698574748829,34.93837019968444,-5.59584222151166,21.15337524001545,26.74921746152711,-5.54694001853435,18.605845187057547,24.152785205591897,-8.8305755571789,30.851274323790346,39.681849880969246,-2.8712384692029254,15.888644072021673,18.7598825412246
14.72087836265564,24.333944104776347,optimal,17.036515733854674,-8.633363318169167,24.333944104519606,125.78133300708794,59,1.2755655047126373e-08,10,10,-5.080085766764395,31.887950221847067,36.96803598861146,-5.72344394007451,23.094985993977453,28.818429934051963,-5.622503077584138,20.358648986354453,25.98115206393859,-8.633363318169167,33.40323207105429,42.03659538922346,-3.005845423809294,17.036515733854674,20.04236115766397
15.523260354995728,25.949090956574167,optimal,18.41469573117884,-8.615456561585852,25.949090955732835,133.8439117242915,59,3.171334577779254e-08,11,11,-5.602683535405312,33.292693812072294,38.895377347477606,-6.094225346526471,24.635460727836175,30.729686074362647,-5.897292548634979,21.8516459323672,27.74893848100218,-8.615456561585852,35.64941552083701,44.26487208242286,-2.8803791762909157,18.41469573117884,21.295074907469754
14.749688148498535,27.539385803835675,optimal,19.668422077295396,-8.045251552570647,27.539385803419012,142.00406015061847,59,2.178171591268864e-08,12,12,-5.855093053281919,34.75593978471018,40.6110328379921,-6.485442786381029,25.987157391300137,32.472600177681166,-6.206944455471422,23.264987178573996,29.47193163404542,-8.045251552570647,38.32755371873876,46.37280527130941,-2.811397825677247,19.668422077295396,22.479819902972643
13.208399772644043,29.072918403197146,optimal,20.758102060234304,-7.633388062456525,29.07291840234569,149.84505333916826,59,4.998808623527543e-08,13,13,-6.108484029541906,36.1620535875166,42.27053761705851,-6.811365960310123,27.344274310093585,34.15564027040371,-6.310940460932986,24.833665357128943,31.14460581806193,-7.633388062456525,40.74695802419481,48.380346086651336,-2.887433500054133,20.758102060234304,23.645535560288437
14.187520027160645,30.583965476630894,optimal,21.79978420120493,-7.321521909840335,30.58396547585008,157.79965930478193,59,1.0473078348627233e-07,14,14,-6.454621119561253,37.41472192921131,43.86934304877256,-7.321521909840335,28.442124669015463,35.7636465788558,-6.4721167002135935,26.323634877416513,32.79575157763011,-6.463553646425055,43.81939362793372,50.282947274358776,-2.990216818795048,21.79978420120493,24.790001019999977
14.471154928207397,32.04100410284326,optimal,22.9006372770681,-7.754801832171633,32.04100410263372,165.08245002289829,59,1.9586841035776856e-08,15,15,-6.564600770035014,38.87635118156736,45.44095195160237,-7.754801832171633,29.54887797981093,37.30367981198256,-6.22788578425336,28.141637203027166,34.369522987280526,-6.42748882291162,45.61494638142473,52.04243520433635,-3.0226159836227637,22.9006372770681,25.923253260690863
15.463714361190796,33.45911855405206,optimal,24.08558448938897,-8.256575464162381,33.45911855387595,172.37324420848074,59,1.3793918661537352e-08,16,16,-6.5115762625022455,40.44292861328782,46.954504875790064,-8.256575464162381,30.5132681921558,38.76984365631818,-6.385759437797045,29.49083947320967,35.87659891100672,-5.8100061365209825,47.84062344043846,53.650629576959446,-2.9598740596360713,24.08558448938897,27.045458549025042
14.52832579612732,34.85008055129804,optimal,25.124210203567806,-8.49188076204512,34.850080551089185,179.27572270389865,59,2.635263314937819e-08,17,17,-6.261803545989167,42.142017165626115,48.40382071161528,-8.49188076204512,31.71574666549585,40.20762742754097,-6.229500535319328,31.151943657337494,37.38144419265682,-6.004815045661758,49.14180501187141,55.14662005753317,-3.0367732789184174,25.124210203567806,28.160983482486223
13.705441951751709,36.18787518734567,optimal,26.310157837408,-8.514158105628098,36.187875186714315,185.85144483921243,59,4.4304117433214443e-08,18,18,-6.310094417012365,43.47768842732019,49.787782844332554,-8.514158105628098,33.03173694466136,41.54589505028946,-6.324009749168539,32.50953671547906,38.8335464646476,-6.0084404215533525,50.52232491434381,56.530765335897165,-2.947015770152113,26.310157837408,29.257173607560112
13.716642141342163,37.506455470711316,optimal,27.42440605552644,-8.44380374706487,37.506455470084546,192.37271064917823,59,5.519923643633305e-08,19,19,-6.554556852790128,44.54121412030064,51.095770973090765,-8.44380374706487,34.41496261590637,42.85876636297124,-6.375394145940106,33.880295293374786,40.25568943931489,-5.735628131248838,52.11183256406999,57.84746069531883,-2.9106462949124534,27.42440605552644,30.335052350438893
15.117998600006104,38.778988971762466,optimal,28.560237696431006,-8.22986563914069,38.77898897165723,198.55644300240075,59,1.0771330289671385e-08,20,20,-6.43401506314386,45.85292841005656,52.286943473200424,-8.22986563914069,35.870344880368144,44.100210519508835,-6.489916174168535,35.12864034292173,41.61855651709026,-5.951499393710144,53.14429167262331,59.095791066333454,-2.841679324995635,28.560237696431006,31.40191702142664
